Sensor Network Edges with Distance, Cost and Capacity:
edge: (1, 11), distance: 123.113, receivecost: 0.4096, transmitcost: 6.6178, storagecost: 0.4096, energycapacity: 3500.0
edge: (31, 71), distance: 188.773, receivecost: 0.4096, transmitcost: 15.0058, storagecost: 0.4096, energycapacity: 3102.0
edge: (31, 72), distance: 184.56, receivecost: 0.4096, transmitcost: 14.3616, storagecost: 0.4096, energycapacity: 2702.0
edge: (31, 78), distance: 170.759, receivecost: 0.4096, transmitcost: 12.3529, storagecost: 0.4096, energycapacity: 3489.0
edge: (31, 8), distance: 146.224, receivecost: 0.4096, transmitcost: 9.1675, storagecost: 0.4096, energycapacity: 3500.0
edge: (31, 84), distance: 73.041, receivecost: 0.4096, transmitcost: 2.5948, storagecost: 0.4096, energycapacity: 3207.0
edge: (31, 86), distance: 15.504, receivecost: 0.4096, transmitcost: 0.5081, storagecost: 0.4096, energycapacity: 2873.0
edge: (31, 90), distance: 205.745, receivecost: 0.4096, transmitcost: 17.7484, storagecost: 0.4096, energycapacity: 3305.0
edge: (31, 92), distance: 234.938, receivecost: 0.4096, transmitcost: 23.0178, storagecost: 0.4096, energycapacity: 3071.0
edge: (31, 95), distance: 145.374, receivecost: 0.4096, transmitcost: 9.0659, storagecost: 0.4096, energycapacity: 3247.0
edge: (31, 98), distance: 237.426, receivecost: 0.4096, transmitcost: 23.4992, storagecost: 0.4096, energycapacity: 2606.0
edge: (32, 1), distance: 151.085, receivecost: 0.4096, transmitcost: 9.7594, storagecost: 0.4096, energycapacity: 3500.0
edge: (32, 11), distance: 30.178, receivecost: 0.4096, transmitcost: 0.7826, storagecost: 0.4096, energycapacity: 3500.0
edge: (32, 20), distance: 113.043, receivecost: 0.4096, transmitcost: 5.6438, storagecost: 0.4096, energycapacity: 3500.0
edge: (32, 29), distance: 151.539, receivecost: 0.4096, transmitcost: 9.8157, storagecost: 0.4096, energycapacity: 2712.0
edge: (32, 31), distance: 159.521, receivecost: 0.4096, transmitcost: 10.8327, storagecost: 0.4096, energycapacity: 3290.0
edge: (32, 33), distance: 145.409, receivecost: 0.4096, transmitcost: 9.0701, storagecost: 0.4096, energycapacity: 3358.0
edge: (32, 35), distance: 173.346, receivecost: 0.4096, transmitcost: 12.7176, storagecost: 0.4096, energycapacity: 3434.0
edge: (32, 37), distance: 207.595, receivecost: 0.4096, transmitcost: 18.0616, storagecost: 0.4096, energycapacity: 2653.0
edge: (32, 40), distance: 181.134, receivecost: 0.4096, transmitcost: 13.8484, storagecost: 0.4096, energycapacity: 3109.0
edge: (32, 42), distance: 98.631, receivecost: 0.4096, transmitcost: 4.3942, storagecost: 0.4096, energycapacity: 3266.0
edge: (32, 43), distance: 132.591, receivecost: 0.4096, transmitcost: 7.6105, storagecost: 0.4096, energycapacity: 2872.0
edge: (32, 47), distance: 145.514, receivecost: 0.4096, transmitcost: 9.0826, storagecost: 0.4096, energycapacity: 3079.0
edge: (32, 49), distance: 226.139, receivecost: 0.4096, transmitcost: 21.356, storagecost: 0.4096, energycapacity: 3224.0
edge: (32, 55), distance: 164.115, receivecost: 0.4096, transmitcost: 11.4416, storagecost: 0.4096, energycapacity: 3338.0
edge: (32, 59), distance: 134.988, receivecost: 0.4096, transmitcost: 7.8733, storagecost: 0.4096, energycapacity: 3149.0
edge: (32, 65), distance: 183.049, receivecost: 0.4096, transmitcost: 14.134, storagecost: 0.4096, energycapacity: 3438.0
edge: (32, 66), distance: 113.078, receivecost: 0.4096, transmitcost: 5.647, storagecost: 0.4096, energycapacity: 3165.0
edge: (32, 67), distance: 83.892, receivecost: 0.4096, transmitcost: 3.2923, storagecost: 0.4096, energycapacity: 3286.0
edge: (32, 69), distance: 108.652, receivecost: 0.4096, transmitcost: 5.2451, storagecost: 0.4096, energycapacity: 3286.0
edge: (32, 71), distance: 36.998, receivecost: 0.4096, transmitcost: 0.9703, storagecost: 0.4096, energycapacity: 3102.0
edge: (32, 76), distance: 187.209, receivecost: 0.4096, transmitcost: 14.7649, storagecost: 0.4096, energycapacity: 2998.0
edge: (32, 8), distance: 143.019, receivecost: 0.4096, transmitcost: 8.7878, storagecost: 0.4096, energycapacity: 3500.0
edge: (32, 84), distance: 96.214, receivecost: 0.4096, transmitcost: 4.2013, storagecost: 0.4096, energycapacity: 3207.0
edge: (32, 86), distance: 150.767, receivecost: 0.4096, transmitcost: 9.7201, storagecost: 0.4096, energycapacity: 2873.0
edge: (32, 87), distance: 209.173, receivecost: 0.4096, transmitcost: 18.331, storagecost: 0.4096, energycapacity: 3351.0
edge: (32, 88), distance: 217.181, receivecost: 0.4096, transmitcost: 19.7295, storagecost: 0.4096, energycapacity: 2585.0
edge: (32, 92), distance: 227.775, receivecost: 0.4096, transmitcost: 21.6603, storagecost: 0.4096, energycapacity: 3071.0
edge: (32, 95), distance: 145.427, receivecost: 0.4096, transmitcost: 9.0723, storagecost: 0.4096, energycapacity: 3247.0
edge: (33, 1), distance: 249.058, receivecost: 0.4096, transmitcost: 25.8171, storagecost: 0.4096, energycapacity: 3500.0
edge: (33, 11), distance: 167.801, receivecost: 0.4096, transmitcost: 11.9428, storagecost: 0.4096, energycapacity: 3500.0
edge: (33, 24), distance: 197.996, receivecost: 0.4096, transmitcost: 16.4669, storagecost: 0.4096, energycapacity: 2929.0
edge: (33, 29), distance: 227.622, receivecost: 0.4096, transmitcost: 21.6316, storagecost: 0.4096, energycapacity: 2712.0
edge: (33, 32), distance: 145.409, receivecost: 0.4096, transmitcost: 9.0701, storagecost: 0.4096, energycapacity: 3043.0
edge: (33, 35), distance: 66.171, receivecost: 0.4096, transmitcost: 2.2031, storagecost: 0.4096, energycapacity: 3434.0
edge: (33, 37), distance: 194.304, receivecost: 0.4096, transmitcost: 15.8737, storagecost: 0.4096, energycapacity: 2653.0
edge: (33, 40), distance: 101.339, receivecost: 0.4096, transmitcost: 4.616, storagecost: 0.4096, energycapacity: 3109.0
edge: (33, 42), distance: 237.881, receivecost: 0.4096, transmitcost: 23.5877, storagecost: 0.4096, energycapacity: 3266.0
edge: (33, 43), distance: 198.674, receivecost: 0.4096, transmitcost: 16.5771, storagecost: 0.4096, energycapacity: 2872.0
edge: (33, 49), distance: 184.6, receivecost: 0.4096, transmitcost: 14.3676, storagecost: 0.4096, energycapacity: 3224.0
edge: (33, 55), distance: 217.262, receivecost: 0.4096, transmitcost: 19.7438, storagecost: 0.4096, energycapacity: 3338.0
edge: (33, 59), distance: 242.531, receivecost: 0.4096, transmitcost: 24.5028, storagecost: 0.4096, energycapacity: 3149.0
edge: (33, 65), distance: 159.141, receivecost: 0.4096, transmitcost: 10.7831, storagecost: 0.4096, energycapacity: 3438.0
edge: (33, 66), distance: 113.342, receivecost: 0.4096, transmitcost: 5.6715, storagecost: 0.4096, energycapacity: 3165.0
edge: (33, 67), distance: 179.864, receivecost: 0.4096, transmitcost: 13.6606, storagecost: 0.4096, energycapacity: 3286.0
edge: (33, 69), distance: 218.867, receivecost: 0.4096, transmitcost: 20.0306, storagecost: 0.4096, energycapacity: 3286.0
edge: (33, 71), distance: 120.976, receivecost: 0.4096, transmitcost: 6.4042, storagecost: 0.4096, energycapacity: 3102.0
edge: (33, 76), distance: 213.844, receivecost: 0.4096, transmitcost: 19.1404, storagecost: 0.4096, energycapacity: 2998.0
edge: (33, 83), distance: 182.072, receivecost: 0.4096, transmitcost: 13.988, storagecost: 0.4096, energycapacity: 3331.0
edge: (33, 84), distance: 238.712, receivecost: 0.4096, transmitcost: 23.75, storagecost: 0.4096, energycapacity: 3207.0
edge: (33, 85), distance: 244.873, receivecost: 0.4096, transmitcost: 24.9704, storagecost: 0.4096, energycapacity: 3380.0
edge: (33, 87), distance: 135.571, receivecost: 0.4096, transmitcost: 7.9379, storagecost: 0.4096, energycapacity: 3351.0
edge: (33, 88), distance: 122.336, receivecost: 0.4096, transmitcost: 6.5397, storagecost: 0.4096, energycapacity: 2585.0
edge: (33, 9), distance: 182.892, receivecost: 0.4096, transmitcost: 14.1105, storagecost: 0.4096, energycapacity: 3500.0
edge: (34, 20), distance: 235.931, receivecost: 0.4096, transmitcost: 23.2093, storagecost: 0.4096, energycapacity: 3500.0
edge: (34, 26), distance: 172.944, receivecost: 0.4096, transmitcost: 12.6606, storagecost: 0.4096, energycapacity: 3171.0
edge: (34, 31), distance: 162.325, receivecost: 0.4096, transmitcost: 11.2023, storagecost: 0.4096, energycapacity: 3290.0
edge: (34, 42), distance: 243.094, receivecost: 0.4096, transmitcost: 24.6147, storagecost: 0.4096, energycapacity: 3266.0
edge: (34, 46), distance: 208.914, receivecost: 0.4096, transmitcost: 18.2865, storagecost: 0.4096, energycapacity: 2693.0
edge: (34, 47), distance: 188.611, receivecost: 0.4096, transmitcost: 14.9807, storagecost: 0.4096, energycapacity: 3079.0
edge: (34, 5), distance: 227.389, receivecost: 0.4096, transmitcost: 21.5883, storagecost: 0.4096, energycapacity: 3500.0
edge: (34, 64), distance: 164.332, receivecost: 0.4096, transmitcost: 11.4709, storagecost: 0.4096, energycapacity: 3306.0
edge: (34, 72), distance: 128.841, receivecost: 0.4096, transmitcost: 7.209, storagecost: 0.4096, energycapacity: 2702.0
edge: (34, 78), distance: 99.555, receivecost: 0.4096, transmitcost: 4.4692, storagecost: 0.4096, energycapacity: 3489.0
edge: (34, 84), distance: 227.743, receivecost: 0.4096, transmitcost: 21.6543, storagecost: 0.4096, energycapacity: 3207.0
edge: (34, 86), distance: 170.057, receivecost: 0.4096, transmitcost: 12.255, storagecost: 0.4096, energycapacity: 2873.0
edge: (34, 90), distance: 58.733, receivecost: 0.4096, transmitcost: 1.8226, storagecost: 0.4096, energycapacity: 3305.0
edge: (34, 98), distance: 178.039, receivecost: 0.4096, transmitcost: 13.393, storagecost: 0.4096, energycapacity: 2606.0
edge: (35, 11), distance: 201.259, receivecost: 0.4096, transmitcost: 17.0006, storagecost: 0.4096, energycapacity: 3500.0
edge: (35, 22), distance: 212.593, receivecost: 0.4096, transmitcost: 18.9218, storagecost: 0.4096, energycapacity: 2923.0
edge: (35, 23), distance: 227.778, receivecost: 0.4096, transmitcost: 21.6608, storagecost: 0.4096, energycapacity: 3356.0
edge: (35, 24), distance: 179.557, receivecost: 0.4096, transmitcost: 13.6154, storagecost: 0.4096, energycapacity: 2929.0
edge: (35, 29), distance: 205.789, receivecost: 0.4096, transmitcost: 17.7559, storagecost: 0.4096, energycapacity: 2712.0
edge: (35, 32), distance: 173.346, receivecost: 0.4096, transmitcost: 12.7176, storagecost: 0.4096, energycapacity: 3043.0
edge: (35, 33), distance: 66.171, receivecost: 0.4096, transmitcost: 2.2031, storagecost: 0.4096, energycapacity: 3358.0
edge: (35, 40), distance: 38.448, receivecost: 0.4096, transmitcost: 1.0151, storagecost: 0.4096, energycapacity: 3109.0
edge: (35, 43), distance: 177.214, receivecost: 0.4096, transmitcost: 13.273, storagecost: 0.4096, energycapacity: 2872.0
edge: (35, 59), distance: 233.94, receivecost: 0.4096, transmitcost: 22.8262, storagecost: 0.4096, energycapacity: 3149.0
edge: (35, 65), distance: 106.964, receivecost: 0.4096, transmitcost: 5.0959, storagecost: 0.4096, energycapacity: 3438.0
edge: (35, 66), distance: 175.091, receivecost: 0.4096, transmitcost: 12.9667, storagecost: 0.4096, energycapacity: 3165.0
edge: (35, 67), distance: 228.767, receivecost: 0.4096, transmitcost: 21.8458, storagecost: 0.4096, energycapacity: 3286.0
edge: (35, 71), distance: 161.055, receivecost: 0.4096, transmitcost: 11.0341, storagecost: 0.4096, energycapacity: 3102.0
edge: (35, 76), distance: 172.867, receivecost: 0.4096, transmitcost: 12.6497, storagecost: 0.4096, energycapacity: 2998.0
edge: (35, 8), distance: 242.16, receivecost: 0.4096, transmitcost: 24.4292, storagecost: 0.4096, energycapacity: 3500.0
edge: (35, 83), distance: 221.782, receivecost: 0.4096, transmitcost: 20.5567, storagecost: 0.4096, energycapacity: 3331.0
edge: (35, 85), distance: 249.229, receivecost: 0.4096, transmitcost: 25.8518, storagecost: 0.4096, energycapacity: 3380.0
edge: (35, 87), distance: 70.482, receivecost: 0.4096, transmitcost: 2.4444, storagecost: 0.4096, energycapacity: 3351.0
edge: (35, 88), distance: 56.608, receivecost: 0.4096, transmitcost: 1.7222, storagecost: 0.4096, energycapacity: 2585.0
edge: (35, 9), distance: 133.796, receivecost: 0.4096, transmitcost: 7.742, storagecost: 0.4096, energycapacity: 3500.0
edge: (35, 91), distance: 197.516, receivecost: 0.4096, transmitcost: 16.3892, storagecost: 0.4096, energycapacity: 2821.0
edge: (35, 95), distance: 245.251, receivecost: 0.4096, transmitcost: 25.0463, storagecost: 0.4096, energycapacity: 3247.0
edge: (36, 13), distance: 28.2, receivecost: 0.4096, transmitcost: 0.7353, storagecost: 0.4096, energycapacity: 3500.0
edge: (36, 21), distance: 153.648, receivecost: 0.4096, transmitcost: 10.0793, storagecost: 0.4096, energycapacity: 2698.0
edge: (36, 24), distance: 229.0, receivecost: 0.4096, transmitcost: 21.8895, storagecost: 0.4096, energycapacity: 2929.0
edge: (36, 4), distance: 190.304, receivecost: 0.4096, transmitcost: 15.2436, storagecost: 0.4096, energycapacity: 3500.0
edge: (36, 51), distance: 38.601, receivecost: 0.4096, transmitcost: 1.0199, storagecost: 0.4096, energycapacity: 2738.0
edge: (36, 63), distance: 155.314, receivecost: 0.4096, transmitcost: 10.2902, storagecost: 0.4096, energycapacity: 3268.0
edge: (36, 68), distance: 189.497, receivecost: 0.4096, transmitcost: 15.1179, storagecost: 0.4096, energycapacity: 2988.0
edge: (36, 7), distance: 162.012, receivecost: 0.4096, transmitcost: 11.1607, storagecost: 0.4096, energycapacity: 3500.0
edge: (36, 81), distance: 12.977, receivecost: 0.4096, transmitcost: 0.4786, storagecost: 0.4096, energycapacity: 2992.0
edge: (36, 82), distance: 68.841, receivecost: 0.4096, transmitcost: 2.3507, storagecost: 0.4096, energycapacity: 2804.0
edge: (36, 85), distance: 192.146, receivecost: 0.4096, transmitcost: 15.5321, storagecost: 0.4096, energycapacity: 3380.0
edge: (36, 99), distance: 190.762, receivecost: 0.4096, transmitcost: 15.315, storagecost: 0.4096, energycapacity: 2885.0
edge: (37, 1), distance: 160.763, receivecost: 0.4096, transmitcost: 10.9956, storagecost: 0.4096, energycapacity: 3500.0
edge: (37, 11), distance: 199.341, receivecost: 0.4096, transmitcost: 16.6858, storagecost: 0.4096, energycapacity: 3500.0
edge: (37, 20), distance: 232.505, receivecost: 0.4096, transmitcost: 22.552, storagecost: 0.4096, energycapacity: 3500.0
edge: (37, 32), distance: 207.595, receivecost: 0.4096, transmitcost: 18.0616, storagecost: 0.4096, energycapacity: 3043.0
edge: (37, 33), distance: 194.304, receivecost: 0.4096, transmitcost: 15.8737, storagecost: 0.4096, energycapacity: 3358.0
edge: (37, 42), distance: 229.406, receivecost: 0.4096, transmitcost: 21.9657, storagecost: 0.4096, energycapacity: 3266.0
edge: (37, 49), distance: 40.376, receivecost: 0.4096, transmitcost: 1.0774, storagecost: 0.4096, energycapacity: 3224.0
edge: (37, 55), distance: 90.884, receivecost: 0.4096, transmitcost: 3.7929, storagecost: 0.4096, energycapacity: 3338.0
edge: (37, 66), distance: 101.487, receivecost: 0.4096, transmitcost: 4.6283, storagecost: 0.4096, energycapacity: 3165.0
edge: (37, 67), distance: 148.003, receivecost: 0.4096, transmitcost: 9.3818, storagecost: 0.4096, energycapacity: 3286.0
edge: (37, 69), distance: 168.983, receivecost: 0.4096, transmitcost: 12.1058, storagecost: 0.4096, energycapacity: 3286.0
edge: (37, 71), distance: 173.574, receivecost: 0.4096, transmitcost: 12.75, storagecost: 0.4096, energycapacity: 3102.0
edge: (37, 83), distance: 198.879, receivecost: 0.4096, transmitcost: 16.6105, storagecost: 0.4096, energycapacity: 3331.0
edge: (38, 100), distance: 46.124, receivecost: 0.4096, transmitcost: 1.281, storagecost: 0.4096, energycapacity: 2754.0
edge: (38, 15), distance: 179.114, receivecost: 0.4096, transmitcost: 13.5503, storagecost: 0.4096, energycapacity: 3500.0
edge: (38, 22), distance: 184.767, receivecost: 0.4096, transmitcost: 14.3929, storagecost: 0.4096, energycapacity: 2923.0
edge: (38, 25), distance: 84.225, receivecost: 0.4096, transmitcost: 3.3152, storagecost: 0.4096, energycapacity: 3438.0
edge: (38, 30), distance: 214.581, receivecost: 0.4096, transmitcost: 19.2696, storagecost: 0.4096, energycapacity: 3253.0
edge: (38, 39), distance: 136.045, receivecost: 0.4096, transmitcost: 7.9906, storagecost: 0.4096, energycapacity: 3333.0
edge: (38, 53), distance: 185.037, receivecost: 0.4096, transmitcost: 14.4338, storagecost: 0.4096, energycapacity: 3348.0
edge: (38, 54), distance: 145.642, receivecost: 0.4096, transmitcost: 9.0979, storagecost: 0.4096, energycapacity: 3033.0
edge: (38, 56), distance: 157.433, receivecost: 0.4096, transmitcost: 10.5615, storagecost: 0.4096, energycapacity: 3147.0
edge: (38, 73), distance: 211.918, receivecost: 0.4096, transmitcost: 18.8044, storagecost: 0.4096, energycapacity: 2596.0
edge: (38, 89), distance: 115.981, receivecost: 0.4096, transmitcost: 5.9194, storagecost: 0.4096, energycapacity: 2986.0
edge: (38, 97), distance: 169.559, receivecost: 0.4096, transmitcost: 12.1857, storagecost: 0.4096, energycapacity: 2569.0
edge: (39, 100), distance: 154.84, receivecost: 0.4096, transmitcost: 10.2299, storagecost: 0.4096, energycapacity: 2754.0
edge: (39, 22), distance: 221.783, receivecost: 0.4096, transmitcost: 20.5569, storagecost: 0.4096, energycapacity: 2923.0
edge: (39, 23), distance: 240.227, receivecost: 0.4096, transmitcost: 24.0472, storagecost: 0.4096, energycapacity: 3356.0
edge: (39, 25), distance: 71.906, receivecost: 0.4096, transmitcost: 2.5274, storagecost: 0.4096, energycapacity: 3438.0
edge: (39, 38), distance: 136.045, receivecost: 0.4096, transmitcost: 7.9906, storagecost: 0.4096, energycapacity: 2606.0
edge: (39, 41), distance: 249.979, receivecost: 0.4096, transmitcost: 26.0053, storagecost: 0.4096, energycapacity: 2750.0
edge: (39, 53), distance: 240.662, receivecost: 0.4096, transmitcost: 24.1329, storagecost: 0.4096, energycapacity: 3348.0
edge: (39, 54), distance: 78.852, receivecost: 0.4096, transmitcost: 2.9564, storagecost: 0.4096, energycapacity: 3033.0
edge: (39, 61), distance: 242.468, receivecost: 0.4096, transmitcost: 24.4903, storagecost: 0.4096, energycapacity: 3313.0
edge: (39, 89), distance: 122.005, receivecost: 0.4096, transmitcost: 6.5066, storagecost: 0.4096, energycapacity: 2986.0
edge: (39, 97), distance: 241.311, receivecost: 0.4096, transmitcost: 24.2609, storagecost: 0.4096, energycapacity: 2569.0
edge: (4, 12), distance: 147.107, receivecost: 0.4096, transmitcost: 9.2736, storagecost: 0.4096, energycapacity: 3500.0
edge: (4, 13), distance: 190.656, receivecost: 0.4096, transmitcost: 15.2984, storagecost: 0.4096, energycapacity: 3500.0
edge: (4, 18), distance: 185.668, receivecost: 0.4096, transmitcost: 14.5296, storagecost: 0.4096, energycapacity: 3500.0
edge: (4, 21), distance: 91.861, receivecost: 0.4096, transmitcost: 3.866, storagecost: 0.4096, energycapacity: 2698.0
edge: (4, 36), distance: 190.304, receivecost: 0.4096, transmitcost: 15.2436, storagecost: 0.4096, energycapacity: 3261.0
edge: (4, 48), distance: 196.528, receivecost: 0.4096, transmitcost: 16.2296, storagecost: 0.4096, energycapacity: 3161.0
edge: (4, 51), distance: 228.853, receivecost: 0.4096, transmitcost: 21.8618, storagecost: 0.4096, energycapacity: 2738.0
edge: (4, 63), distance: 36.101, receivecost: 0.4096, transmitcost: 0.9434, storagecost: 0.4096, energycapacity: 3268.0
edge: (4, 7), distance: 69.685, receivecost: 0.4096, transmitcost: 2.3986, storagecost: 0.4096, energycapacity: 3500.0
edge: (4, 81), distance: 183.703, receivecost: 0.4096, transmitcost: 14.2322, storagecost: 0.4096, energycapacity: 2992.0
edge: (4, 82), distance: 156.05, receivecost: 0.4096, transmitcost: 10.3841, storagecost: 0.4096, energycapacity: 2804.0
edge: (4, 85), distance: 197.04, receivecost: 0.4096, transmitcost: 16.3123, storagecost: 0.4096, energycapacity: 3380.0
edge: (4, 99), distance: 7.703, receivecost: 0.4096, transmitcost: 0.4339, storagecost: 0.4096, energycapacity: 2885.0
edge: (40, 11), distance: 210.75, receivecost: 0.4096, transmitcost: 18.6022, storagecost: 0.4096, energycapacity: 3500.0
edge: (40, 22), distance: 183.081, receivecost: 0.4096, transmitcost: 14.1389, storagecost: 0.4096, energycapacity: 2923.0
edge: (40, 23), distance: 189.704, receivecost: 0.4096, transmitcost: 15.1501, storagecost: 0.4096, energycapacity: 3356.0
edge: (40, 24), distance: 198.119, receivecost: 0.4096, transmitcost: 16.4869, storagecost: 0.4096, energycapacity: 2929.0
edge: (40, 29), distance: 183.099, receivecost: 0.4096, transmitcost: 14.1415, storagecost: 0.4096, energycapacity: 2712.0
edge: (40, 32), distance: 181.134, receivecost: 0.4096, transmitcost: 13.8484, storagecost: 0.4096, energycapacity: 3043.0
edge: (40, 33), distance: 101.339, receivecost: 0.4096, transmitcost: 4.616, storagecost: 0.4096, energycapacity: 3358.0
edge: (40, 35), distance: 38.448, receivecost: 0.4096, transmitcost: 1.0151, storagecost: 0.4096, energycapacity: 3434.0
edge: (40, 43), distance: 155.962, receivecost: 0.4096, transmitcost: 10.3728, storagecost: 0.4096, energycapacity: 2872.0
edge: (40, 59), distance: 217.7, receivecost: 0.4096, transmitcost: 19.8219, storagecost: 0.4096, energycapacity: 3149.0
edge: (40, 65), distance: 71.379, receivecost: 0.4096, transmitcost: 2.4965, storagecost: 0.4096, energycapacity: 3438.0
edge: (40, 66), distance: 203.432, receivecost: 0.4096, transmitcost: 17.3607, storagecost: 0.4096, energycapacity: 3165.0
edge: (40, 67), distance: 246.756, receivecost: 0.4096, transmitcost: 25.3496, storagecost: 0.4096, energycapacity: 3286.0
edge: (40, 71), distance: 176.474, receivecost: 0.4096, transmitcost: 13.1658, storagecost: 0.4096, energycapacity: 3102.0
edge: (40, 76), distance: 140.91, receivecost: 0.4096, transmitcost: 8.5425, storagecost: 0.4096, energycapacity: 2998.0
edge: (40, 8), distance: 225.339, receivecost: 0.4096, transmitcost: 21.2082, storagecost: 0.4096, energycapacity: 3500.0
edge: (40, 87), distance: 34.95, receivecost: 0.4096, transmitcost: 0.9099, storagecost: 0.4096, energycapacity: 3351.0
edge: (40, 88), distance: 36.473, receivecost: 0.4096, transmitcost: 0.9545, storagecost: 0.4096, energycapacity: 2585.0
edge: (40, 9), distance: 133.141, receivecost: 0.4096, transmitcost: 7.6703, storagecost: 0.4096, energycapacity: 3500.0
edge: (40, 91), distance: 188.907, receivecost: 0.4096, transmitcost: 15.0265, storagecost: 0.4096, energycapacity: 2821.0
edge: (40, 92), distance: 244.632, receivecost: 0.4096, transmitcost: 24.9221, storagecost: 0.4096, energycapacity: 3071.0
edge: (40, 95), distance: 228.355, receivecost: 0.4096, transmitcost: 21.7686, storagecost: 0.4096, energycapacity: 3247.0
edge: (41, 16), distance: 124.345, receivecost: 0.4096, transmitcost: 6.7427, storagecost: 0.4096, energycapacity: 3500.0
edge: (41, 17), distance: 108.886, receivecost: 0.4096, transmitcost: 5.2659, storagecost: 0.4096, energycapacity: 3500.0
edge: (41, 19), distance: 189.492, receivecost: 0.4096, transmitcost: 15.1173, storagecost: 0.4096, energycapacity: 3500.0
edge: (41, 2), distance: 94.336, receivecost: 0.4096, transmitcost: 4.0547, storagecost: 0.4096, energycapacity: 3500.0
edge: (41, 28), distance: 151.158, receivecost: 0.4096, transmitcost: 9.7684, storagecost: 0.4096, energycapacity: 2965.0
edge: (41, 39), distance: 249.979, receivecost: 0.4096, transmitcost: 26.0053, storagecost: 0.4096, energycapacity: 3333.0
edge: (41, 50), distance: 68.377, receivecost: 0.4096, transmitcost: 2.3247, storagecost: 0.4096, energycapacity: 3434.0
edge: (41, 54), distance: 222.439, receivecost: 0.4096, transmitcost: 20.6762, storagecost: 0.4096, energycapacity: 3033.0
edge: (41, 61), distance: 57.212, receivecost: 0.4096, transmitcost: 1.7503, storagecost: 0.4096, energycapacity: 3313.0
edge: (41, 70), distance: 132.459, receivecost: 0.4096, transmitcost: 7.5962, storagecost: 0.4096, energycapacity: 3146.0
edge: (41, 80), distance: 239.581, receivecost: 0.4096, transmitcost: 23.9202, storagecost: 0.4096, energycapacity: 2954.0
edge: (42, 1), distance: 97.653, receivecost: 0.4096, transmitcost: 4.3156, storagecost: 0.4096, energycapacity: 3500.0
edge: (42, 11), distance: 70.939, receivecost: 0.4096, transmitcost: 2.4709, storagecost: 0.4096, energycapacity: 3500.0
edge: (42, 20), distance: 14.85, receivecost: 0.4096, transmitcost: 0.4999, storagecost: 0.4096, energycapacity: 3500.0
edge: (42, 26), distance: 239.195, receivecost: 0.4096, transmitcost: 23.8445, storagecost: 0.4096, energycapacity: 3171.0
edge: (42, 29), distance: 202.599, receivecost: 0.4096, transmitcost: 17.2222, storagecost: 0.4096, energycapacity: 2712.0
edge: (42, 31), distance: 85.338, receivecost: 0.4096, transmitcost: 3.3926, storagecost: 0.4096, energycapacity: 3290.0
edge: (42, 32), distance: 98.631, receivecost: 0.4096, transmitcost: 4.3942, storagecost: 0.4096, energycapacity: 3043.0
edge: (42, 33), distance: 237.881, receivecost: 0.4096, transmitcost: 23.5877, storagecost: 0.4096, energycapacity: 3358.0
edge: (42, 34), distance: 243.094, receivecost: 0.4096, transmitcost: 24.6147, storagecost: 0.4096, energycapacity: 2934.0
edge: (42, 37), distance: 229.406, receivecost: 0.4096, transmitcost: 21.9657, storagecost: 0.4096, energycapacity: 2653.0
edge: (42, 43), distance: 196.058, receivecost: 0.4096, transmitcost: 16.1541, storagecost: 0.4096, energycapacity: 2872.0
edge: (42, 47), distance: 54.857, receivecost: 0.4096, transmitcost: 1.6422, storagecost: 0.4096, energycapacity: 3079.0
edge: (42, 55), distance: 151.176, receivecost: 0.4096, transmitcost: 9.7707, storagecost: 0.4096, energycapacity: 3338.0
edge: (42, 59), distance: 162.372, receivecost: 0.4096, transmitcost: 11.2086, storagecost: 0.4096, energycapacity: 3149.0
edge: (42, 64), distance: 168.502, receivecost: 0.4096, transmitcost: 12.0393, storagecost: 0.4096, energycapacity: 3306.0
edge: (42, 66), distance: 166.591, receivecost: 0.4096, transmitcost: 11.777, storagecost: 0.4096, energycapacity: 3165.0
edge: (42, 67), distance: 83.709, receivecost: 0.4096, transmitcost: 3.2797, storagecost: 0.4096, energycapacity: 3286.0
edge: (42, 69), distance: 63.839, receivecost: 0.4096, transmitcost: 2.0789, storagecost: 0.4096, energycapacity: 3286.0
edge: (42, 71), distance: 116.982, receivecost: 0.4096, transmitcost: 6.0149, storagecost: 0.4096, energycapacity: 3102.0
edge: (42, 72), distance: 232.476, receivecost: 0.4096, transmitcost: 22.5464, storagecost: 0.4096, energycapacity: 2702.0
edge: (42, 78), distance: 227.902, receivecost: 0.4096, transmitcost: 21.684, storagecost: 0.4096, energycapacity: 3489.0
edge: (42, 8), distance: 166.61, receivecost: 0.4096, transmitcost: 11.7796, storagecost: 0.4096, energycapacity: 3500.0
edge: (42, 84), distance: 73.791, receivecost: 0.4096, transmitcost: 2.6399, storagecost: 0.4096, energycapacity: 3207.0
edge: (42, 86), distance: 85.567, receivecost: 0.4096, transmitcost: 3.4086, storagecost: 0.4096, energycapacity: 2873.0
edge: (42, 95), distance: 167.404, receivecost: 0.4096, transmitcost: 11.8883, storagecost: 0.4096, energycapacity: 3247.0
edge: (43, 11), distance: 155.349, receivecost: 0.4096, transmitcost: 10.2946, storagecost: 0.4096, energycapacity: 3500.0
edge: (43, 20), distance: 209.828, receivecost: 0.4096, transmitcost: 18.4433, storagecost: 0.4096, energycapacity: 3500.0
